name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,294,2,2,64,219,7,2,60,11,5,0,2,2,6,0,0,0,67,0,6,6,8,5,4,0,2,1,Chelsea,757,3,3,16,663,7,0,9,16,3,4,0,0,0,59,0,1,22,0,6,0,1,6
Burnley,355,1,0,53,243,1,0,53,17,8,90,1,4,2,0,0,0,52,0,6,6,9,5,3,4,2,5,AFC Bournemouth,602,1,1,41,498,11,0,6,14,2,3,0,0,0,60,0,1,15,3,5,0,0,6
Arsenal,554,1,0,36,459,6,0,51,17,7,79,1,3,8,0,0,0,54,0,6,6,21,5,1,2,2,5,Everton,317,2,3,48,237,12,0,12,8,2,6,0,0,0,55,0,3,19,7,2,0,1,6
Crystal Palace,479,1,1,23,378,14,1,55,8,8,90,2,4,15,0,0,0,63,0,6,3,27,22,7,0,1,4,Newcastle United,297,0,0,55,204,2,2,11,5,1,2,0,0,0,59,0,4,30,9,3,0,1,3
Fulham,526,3,2,45,401,4,1,56,11,13,0,5,3,18,0,0,0,79,0,6,5,11,8,6,1,2,3,Watford,338,2,2,48,221,4,0,9,6,6,1,0,0,0,71,0,2,14,3,4,1,1,6
Liverpool,749,0,0,25,647,8,0,58,7,4,0,4,1,16,0,0,0,66,0,6,1,20,9,5,3,0,4,Southampton,478,0,0,55,387,2,1,10,5,1,2,0,0,0,69,0,1,16,4,1,0,2,1
Leicester City,591,3,1,38,506,5,0,57,10,15,0,1,3,10,0,0,0,62,0,6,1,11,9,7,3,2,8,Huddersfield Town,359,1,1,27,262,5,0,16,5,0,2,0,0,0,63,0,5,24,6,5,1,1,2
Manchester United,683,0,0,18,580,8,0,59,5,9,62,3,2,20,0,0,0,64,0,6,7,13,6,3,1,1,6,Wolves,380,2,2,50,281,7,0,17,9,2,1,0,0,0,78,0,5,16,6,3,1,1,8
Cardiff City,219,0,0,44,147,2,0,54,6,2,0,2,1,13,0,0,0,50,0,6,5,14,3,0,0,1,2,Manchester City,800,3,3,21,726,5,0,4,15,1,6,0,0,0,51,0,2,15,10,4,5,1,10
Brighton,253,1,1,30,187,4,0,52,15,6,17,2,1,17,1,0,0,53,0,6,5,18,4,3,1,2,4,Tottenham,657,2,1,29,582,5,0,9,13,0,4,0,0,0,48,0,3,13,10,5,2,1,7
